animal_type,intake_year,breed,Count of breed
Dog,2015,Unknown Mix,1
Dog,2015,Shetland Sheepdog/Border Collie,1
Dog,2015,Pointer/Australian Kelpie,1
Dog,2015,Shetland Sheepdog/Cavalier Span,1
Dog,2015,Vizsla/Dachshund,1
Dog,2015,Shetland Sheepdog/Keeshond,1
Dog,2015,Pointer/Blue Lacy,1
Dog,2015,Shetland Sheepdog/Pomeranian,1
Dog,2015,Pembroke Welsh Corgi/German Shepherd,1
Dog,2015,Pekingese/Miniature Poodle,1
Dog,2015,Weimaraner/Labrador Retriever,1
Dog,2015,Pit Bull/Dalmatian,1
Dog,2015,Welsh Springer Spaniel,1
Dog,2015,Miniature Schnauzer/Border Terrier,1
Dog,2015,Pointer/Bull Terrier,1
Dog,2015,Pit Bull/Doberman Pinsch,1
Dog,2015,West Highland/Cairn Terrier,1
Dog,2015,Shih Tzu/Australian Shepherd,1
Dog,2015,Whippet/Australian Cattle Dog,1
Dog,2015,Pit Bull/Dogue De Bordeaux,1
Dog,2015,Whippet/Chihuahua Shorthair,1
Dog,2015,Shih Tzu/Cocker Spaniel,1
Dog,2015,Pointer/Catahoula,1
Dog,2015,Shih Tzu/Dachshund,1
Dog,2015,Whippet/Whippet,1
Dog,2015,Shih Tzu/Havanese,1
Dog,2015,Pointer/Collie Smooth,1
Dog,2015,Shih Tzu/Maltese,1
Dog,2015,Miniature Poodle/American Eskimo,1
Dog,2015,Pit Bull/English Bulldog,1
Dog,2015,Nova Scotia Duck Tolling Retriever,1
Dog,2015,Pit Bull/German Shepherd,1
Dog,2015,Pointer/Staffordshire,1
Dog,2015,Miniature Pinscher/Pomeranian,1
Dog,2015,Miniature Poodle/Australian Cattle Dog,1
Dog,2015,Miniature Schnauzer/Jack Russell Terrier,1
Dog,2015,Yorkshire Terrier/Maltese,1
Dog,2015,Pit Bull/Mastiff,1
Dog,2015,Miniature Poodle/Bichon Frise,1
Dog,2015,Siberian Husky/Alaskan Malamute,1
Dog,2015,Rat Terrier/Pug,1
Dog,2015,Port Water Dog Mix,1
Dog,2015,Yorkshire Terrier/Toy Poodle,1
Dog,2015,Presa Canario,1
Dog,2015,Presa Canario Mix,1
Dog,2015,German Shepherd/Greyhound,1
Dog,2015,French Bulldog/Pug,1
Dog,2015,Dachshund Stan Mix,1
Dog,2015,Glen Of Imaal Mix,1
Dog,2015,German Shepherd/Catahoula,1
Dog,2015,Glen Of Imaal/Ibizan Hound,1
Dog,2015,Lhasa Apso/Pbgv,1
Dog,2015,Chihuahua Shorthair/Cavalier Span,1
Dog,2015,Flat Coat Retriever/Golden Retriever,1
Dog,2015,Cocker Spaniel/Standard Poodle,1
Dog,2015,Labrador Retriever/Dachshund,1
Dog,2015,Golden Retriever/Australian Cattle Dog,1
Dog,2015,Labrador Retriever/Pembroke Welsh Corgi,1
Dog,2015,Dachshund/Shetland Sheepdog,1
Dog,2015,Dachshund/Miniature Pinscher,1
Dog,2015,Golden Retriever/Border Collie,1
Dog,2015,Maltese/Dalmatian,1
Dog,2015,Golden Retriever/Brittany,1
Dog,2015,Labrador Retriever/Alaskan Malamute,1
Dog,2015,Dachshund/Shih Tzu,1
Dog,2015,French Bulldog/Dachshund,1
Dog,2015,Dachshund/Whippet,1
Dog,2015,Chow Chow/Labrador Retriever,1
Dog,2015,Cocker Spaniel/Toy Poodle,1
Dog,2015,Chihuahua Shorthair/Welsh Terrier,1
Dog,2015,Golden Retriever/Finnish Spitz,1
Dog,2015,Cocker Spaniel/Australian Shepherd,1
Dog,2015,Golden Retriever/German Shepherd,1
Dog,2015,Labrador Retriever/Pug,1
Dog,2015,Dalmatian,1
Dog,2015,Labrador Retriever/Vizsla,1
Dog,2015,Golden Retriever/Standard Poodle,1
Dog,2015,German Shorthair Pointer,1
Dog,2015,Golden Retriever/Whippet,1
Dog,2015,German Shorthair Pointer/Brittany,1
Dog,2015,Collie Rough,1
Dog,2015,Chihuahua Shorthair/Dachshund Wirehair,1
Dog,2015,Chihuahua Shorthair/Chinese Sharpei,1
Dog,2015,Dachshund Wirehair,1
Dog,2015,Great Dane/Australian Cattle Dog,1
Dog,2015,Labrador Retriever/American Staffordshire Terrier,1
Dog,2015,Great Dane/Boerboel,1
Dog,2015,French Bulldog,1
Dog,2015,Great Dane/Boxer,1
Dog,2015,Labrador Retriever/Black/Tan Hound,1
Dog,2015,Great Dane/German Shepherd,1
Dog,2015,Labrador Retriever/Brittany,1
Dog,2015,Dalmatian/Boxer,1
Dog,2015,Dachshund Wirehair/Norfolk Terrier,1
Dog,2015,Great Dane/Pit Bull,1
Dog,2015,Dachshund/Basset Hound,1
Dog,2015,Great Dane/Staffordshire,1
Dog,2015,Chihuahua Shorthair/German Shepherd,1
Dog,2015,Dalmatian/Labrador Retriever,1
Dog,2015,Labrador Retriever/Jack Russell Terrier,1
Dog,2015,Collie Rough/Golden Retriever,1
Dog,2015,Labrador Retriever/Newfoundland,1
Dog,2015,Chihuahua Shorthair/Queensland Heeler,1
Dog,2015,German Shepherd/Doberman Pinsch,1
Dog,2015,Great Pyrenees/Australian Cattle Dog,1
Dog,2015,German Shepherd/Golden Retriever,1
Dog,2015,Great Pyrenees/Australian Shepherd,1
Dog,2015,Labrador Retriever/Staffordshire,1
Dog,2015,Great Pyrenees/Border Collie,1
Dog,2015,German Shepherd/Redbone Hound,1
Dog,2015,Doberman Pinsch/Labrador Retriever,1
Dog,2015,German Shepherd/Weimaraner,1
Dog,2015,Collie Rough/Pembroke Welsh Corgi,1
Dog,2015,Lhasa Apso/Dachshund,1
Dog,2015,Chinese Sharpei/Airedale Terrier,1
Dog,2015,Lhasa Apso/Yorkshire Terrier,1
Dog,2015,Great Pyrenees/Pit Bull,1
Dog,2015,Maltese/Border Terrier,1
Dog,2015,Chihuahua Shorthair/Basenji,1
Dog,2015,Dachshund Longhair/Pomeranian,1
Dog,2015,Great Pyrenees/St. Bernard Rough Coat,1
Dog,2015,Jindo/Labrador Retriever,1
Dog,2015,Chinese Sharpei/American Staffordshire Terrier,1
Dog,2015,Finnish Spitz/Dachshund,1
Dog,2015,Chinese Sharpei/Australian Cattle Dog,1
Dog,2015,Labrador Retriever/Alaskan Husky,1
Dog,2015,Greyhound/Great Dane,1
Dog,2015,Labrador Retriever/American Bulldog,1
Dog,2015,Greyhound/Labrador Retriever,1
Dog,2015,Flat Coat Retriever/Australian Cattle Dog,1
Dog,2015,Chinese Sharpei/Basset Hound,1
Dog,2015,Chow Chow/Australian Kelpie,1
Dog,2015,English Bulldog/Beagle,1
Dog,2015,Chow Chow/Chinese Sharpei,1
Dog,2015,English Bulldog/Boxer,1
Dog,2015,French Bulldog/English Bulldog,1
Dog,2015,Harrier/Pointer,1
Dog,2015,French Bulldog/Miniature Schnauzer,1
Dog,2015,Havanese,1
Dog,2015,German Pinscher Mix,1
Dog,2015,English Bulldog/Pit Bull,1
Dog,2015,Chow Chow/German Shepherd,1
Dog,2015,Chinese Sharpei/Labrador Retriever,1
Dog,2015,Dachshund Wirehair/Miniature Schnauzer,1
Dog,2015,Chihuahua Shorthair/Schipperke,1
Dog,2015,German Shepherd/Alaskan Malamute,1
Dog,2015,Irish Wolfhound/Australian Shepherd,1
Dog,2015,Chihuahua Shorthair/Pekingese,1
Dog,2015,Irish Wolfhound/Great Dane,1
Dog,2015,Chow Chow/Siberian Husky,1
Dog,2015,Italian Greyhound,1
Dog,2015,German Shepherd/Black/Tan Hound,1
Dog,2015,English Coonhound/Border Collie,1
Dog,2015,Dachshund/Chinese Sharpei,1
Dog,2015,English Foxhound,1
Dog,2015,Labrador Retriever/Harrier,1
Dog,2015,English Foxhound Mix,1
Dog,2015,Labrador Retriever/Labrador Retriever,1
Dog,2015,Dachshund Longhair/Cardigan Welsh Corgi,1
Dog,2015,Dachshund/Greyhound,1
Dog,2015,Jack Russell Terrier/Basenji,1
Dog,2015,Labrador Retriever/Patterdale Terr,1
Dog,2015,Jack Russell Terrier/Basset Hound,1
Dog,2015,Chihuahua Shorthair/Affenpinscher,1
Dog,2015,Dachshund Longhair/Chihuahua Longhair,1
Dog,2015,German Shepherd/German Shepherd,1
Dog,2015,Dachshund Longhair/Chihuahua Shorthair,1
Dog,2015,Labrador Retriever/Queensland Heeler,1
Dog,2015,Jack Russell Terrier/Boston Terrier,1
Dog,2015,German Shepherd/Great Dane,1
Dog,2015,Jack Russell Terrier/Cairn Terrier,1
Dog,2015,Cocker Spaniel/Chihuahua Longhair,1
Dog,2015,Jack Russell Terrier/Chihuahua Longhair,1
Dog,2015,Chihuahua Shorthair/Wire Hair Fox Terrier,1
Dog,2015,English Springer Spaniel,1
Dog,2015,Labrador Retriever/Whippet,1
Dog,2015,Dachshund Longhair/Miniature Poodle,1
Dog,2015,Leonberger,1
Dog,2015,Jack Russell Terrier/Dachshund Wirehair,1
Dog,2015,Cocker Spaniel/Dachshund Longhair,1
Dog,2015,Jack Russell Terrier/Labrador Retriever,1
Dog,2015,Lhasa Apso/Border Terrier,1
Dog,2015,Jack Russell Terrier/Manchester Terrier,1
Dog,2015,Lhasa Apso/Cocker Spaniel,1
Dog,2015,Jack Russell Terrier/Miniature Poodle,1
Dog,2015,Dachshund/Parson Russell Terrier,1
Dog,2015,Jack Russell Terrier/Papillon,1
Dog,2015,Lhasa Apso/West Highland,1
Dog,2015,Jack Russell Terrier/Pointer,1
Dog,2015,Lowchen/Miniature Poodle,1
Dog,2015,Jack Russell Terrier/Pug,1
Dog,2015,Chihuahua Shorthair/Boxer,1
Dog,2015,English Springer Spaniel/Beagle,1
Dog,2015,Maltese/Dachshund,1
Dog,2015,Chihuahua Shorthair/Shetland Sheepdog,1
Dog,2015,German Wirehaired Pointer/Labrador Retriever,1
Dog,2015,Jack Russell Terrier/Whippet,1
Dog,2015,American Staffordshire Terrier/French Bulldog,1
Dog,2015,Australian Cattle Dog/Collie Smooth,1
Dog,2015,Chihuahua Longhair/Queensland Heeler,1
Dog,2015,Black Mouth Cur/Siberian Husky,1
Dog,2015,Cane Corso/Mastiff,1
Dog,2015,Black/Tan Hound,1
Dog,2015,Catahoula/Whippet,1
Dog,2015,Anatol Shepherd/Australian Shepherd,1
Dog,2015,Bull Terrier Miniature Mix,1
Dog,2015,Black/Tan Hound/Siberian Husky,1
Dog,2015,Beagle/Treeing Walker Coonhound,1
Dog,2015,Australian Kelpie/Blue Lacy,1
Dog,2015,Cardigan Welsh Corgi/German Shepherd,1
Dog,2015,Australian Kelpie/Finnish Spitz,1
Dog,2015,Black Mouth Cur,1
Dog,2015,Australian Kelpie/Miniature Pinscher,1
Dog,2015,American Bulldog/Boxer,1
Dog,2015,American Bulldog/English Bulldog,1
Dog,2015,Bruss Griffon/Chihuahua Longhair,1
Dog,2015,Blue Lacy/Australian Cattle Dog,1
Dog,2015,Bull Terrier/Pit Bull,1
Dog,2015,Australian Kelpie/Rat Terrier,1
Dog,2015,Beagle/Rat Terrier,1
Dog,2015,Blue Lacy/Black Mouth Cur,1
Dog,2015,Cairn Terrier/Yorkshire Terrier,1
Dog,2015,Blue Lacy/Collie Smooth,1
Dog,2015,Cardigan Welsh Corgi/Australian Shepherd,1
Dog,2015,Australian Kelpie/Whippet,1
Dog,2015,American Staffordshire Terrier/Australian Cattle Dog,1
Dog,2015,Anatol Shepherd/Catahoula,1
Dog,2015,Bichon Frise/Miniature Poodle,1
Dog,2015,Blue Lacy/Weimaraner,1
Dog,2015,Black Mouth Cur/American Staffordshire Terrier,1
Dog,2015,American Bulldog/Great Pyrenees,1
Dog,2015,Airedale Terrier/Irish Terrier,1
Dog,2015,Bluetick Hound/Australian Kelpie,1
Dog,2015,Chihuahua Longhair/Italian Greyhound,1
Dog,2015,Bluetick Hound/Great Pyrenees,1
Dog,2015,Alaskan Malamute Mix,1
Dog,2015,Bluetick Hound/Treeing Walker Coonhound,1
Dog,2015,Beagle/Harrier,1
Dog,2015,Boerboel,1
Dog,2015,Beagle/Pembroke Welsh Corgi,1
Dog,2015,Anatol Shepherd/Labrador Retriever,1
Dog,2015,Alaskan Malamute/Australian Kelpie,1
Dog,2015,Australian Shepherd/Australian Cattle Dog,1
Dog,2015,Bullmastiff/Black Mouth Cur,1
Dog,2015,American Bulldog/Labrador Retriever,1
Dog,2015,American Pit Bull Terrier/Pit Bull,1
Dog,2015,Australian Shepherd/Boxer,1
Dog,2015,Cairn Terrier/Miniature Poodle,1
Dog,2015,American Bulldog/Mastiff,1
Dog,2015,Bearded Collie,1
Dog,2015,Australian Shepherd/Dachshund,1
Dog,2015,Australian Cattle Dog/German Shorthair Pointer,1
Dog,2015,Border Collie/Canaan Dog,1
Dog,2015,Cardigan Welsh Corgi/Chihuahua Longhair,1
Dog,2015,Border Collie/Catahoula,1
Dog,2015,Belgian Tervuren/German Shepherd,1
Dog,2015,Border Collie/Chow Chow,1
Dog,2015,Carolina Dog/Labrador Retriever,1
Dog,2015,Australian Shepherd/Dalmatian,1
Dog,2015,Catahoula/American Bulldog,1
Dog,2015,Border Collie/English Pointer,1
Dog,2015,Catahoula/Beagle,1
Dog,2015,Australian Shepherd/Feist,1
Dog,2015,Catahoula/German Shepherd,1
Dog,2015,Australian Shepherd/German Shepherd,1
Dog,2015,Catahoula/Plott Hound,1
Dog,2015,Border Collie/Greyhound,1
Dog,2015,Cavalier Span/Papillon,1
Dog,2015,Australian Shepherd/Jack Russell Terrier,1
Dog,2015,Affenpinscher Mix,1
Dog,2015,Border Collie/Mastiff,1
Dog,2015,Chihuahua Longhair/Cocker Spaniel,1
Dog,2015,Border Collie/Pit Bull,1
Dog,2015,Chihuahua Longhair/Pekingese,1
Dog,2015,Anatol Shepherd/Siberian Husky,1
Dog,2015,Australian Kelpie/Alaskan Husky,1
Dog,2015,Border Collie/Rottweiler,1
Dog,2015,Australian Cattle Dog/Catahoula,1
Dog,2015,Border Collie/Siberian Husky,1
Dog,2015,Bruss Griffon/Dachshund,1
Dog,2015,Border Collie/Whippet,1
Dog,2015,Alaskan Malamute/Alaskan Husky,1
Dog,2015,Australian Shepherd/Parson Russell Terrier,1
Dog,2015,Beagle/Parson Russell Terrier,1
Dog,2015,Australian Shepherd/Plott Hound,1
Dog,2015,Bull Terrier/Jack Russell Terrier,1
Dog,2015,Border Terrier/Bruss Griffon,1
Dog,2015,Bulldog,1
Dog,2015,Border Terrier/Chihuahua Longhair,1
Dog,2015,Bulldog/Boston Terrier,1
Dog,2015,Australian Shepherd/Rottweiler,1
Dog,2015,Bullmastiff Mix,1
Dog,2015,Border Terrier/Dachshund,1
Dog,2015,Bullmastiff/Boxer,1
Dog,2015,Alaskan Husky/Australian Shepherd,1
Dog,2015,Beagle/Staffordshire,1
Dog,2015,Border Terrier/Shih Tzu,1
Dog,2015,Cairn Terrier/Border Terrier,1
Dog,2015,Border Terrier/West Highland,1
Dog,2015,Cairn Terrier/Dachshund Wirehair,1
Dog,2015,American Eskimo,1
Dog,2015,Cairn Terrier/Miniature Schnauzer,1
Dog,2015,Alaskan Husky/Border Collie,1
Dog,2015,Australian Cattle Dog/Dalmatian,1
Dog,2015,Basenji/Chihuahua Shorthair,1
Dog,2015,American Pit Bull Terrier/Pointer,1
Dog,2015,Australian Cattle Dog/Alaskan Husky,1
Dog,2015,Beauceron,1
Dog,2015,Boston Terrier/Pug,1
Dog,2015,Australian Cattle Dog/Golden Retriever,1
Dog,2015,Australian Cattle Dog/American Foxhound,1
Dog,2015,Cardigan Welsh Corgi/Beagle,1
Dog,2015,Basset Hound/Beagle,1
Dog,2015,Airedale Terrier/Labrador Retriever,1
Dog,2015,Boxer/Akita,1
Dog,2015,Airedale Terrier/Miniature Schnauzer,1
Dog,2015,Boxer/American Pit Bull Terrier,1
Dog,2015,American Staffordshire Terrier/American Bulldog,1
Dog,2015,Basset Hound/English Cocker Spaniel,1
Dog,2015,Bernese Mountain Dog/Rottweiler,1
Dog,2015,Basset Hound/French Bulldog,1
Dog,2015,Carolina Dog/Pit Bull,1
Dog,2015,Basset Hound/Golden Retriever,1
Dog,2015,Australian Cattle Dog/Plott Hound,1
Dog,2015,Australian Cattle Dog/Australian Shepherd,1
Dog,2015,Catahoula/American Pit Bull Terrier,1
Dog,2015,Australian Cattle Dog/Basenji,1
Dog,2015,Bichon Frise/Toy Poodle,1
Dog,2015,American Eskimo/Australian Shepherd,1
Dog,2015,Catahoula/Bulldog,1
Dog,2015,Boxer/Bulldog,1
Dog,2015,American Staffordshire Terrier/Labrador Retriever,1
Dog,2015,Akita/Australian Cattle Dog,1
Dog,2015,Catahoula/Great Dane,1
Dog,2015,Boxer/English Bulldog,1
Dog,2015,Catahoula/Pit Bull,1
Dog,2015,Akita/Pit Bull,1
Dog,2015,Catahoula/Rottweiler,1
Dog,2015,Boxer/Greyhound,1
Dog,2015,Australian Cattle Dog/Pug,1
Dog,2015,Boxer/Harrier,1
Dog,2015,Chesa Bay Retr,1
Dog,2015,Beagle/Black Mouth Cur,1
Dog,2015,Australian Cattle Dog/Vizsla,1
Dog,2015,Boxer/Mastiff,1
Dog,2015,Chihuahua Longhair/Cairn Terrier,1
Dog,2015,Beagle/Boston Terrier,1
Dog,2015,Chihuahua Longhair/Chihuahua Shorthair,1
Dog,2015,Beagle/Boxer,1
Dog,2015,Anatol Shepherd/Australian Cattle Dog,1
Dog,2015,Beagle/Cardigan Welsh Corgi,1
Dog,2015,Black Mouth Cur/Labrador Retriever,1
Dog,2015,Boykin Span Mix,1
Dog,2015,Chihuahua Longhair/Pomeranian,1
Dog,2015,American Foxhound/Labrador Retriever,1
Dog,2015,Chihuahua Longhair/West Highland,1
Dog,2015,Beagle/Cocker Spaniel,1
Dog,2015,Black Mouth Cur/Pit Bull,1
Dog,2015,Brittany/Border Collie,1
Dog,2015,Black Mouth Cur/Boxer,1
Dog,2016,Pit Bull Mix,1499
Dog,2016,Labrador Retriever Mix,1171
Dog,2016,Chihuahua Shorthair Mix,1063
Dog,2016,German Shepherd Mix,489
Dog,2016,Australian Cattle Dog Mix,267
Dog,2016,Dachshund Mix,188
Dog,2016,Boxer Mix,142
Dog,2016,Border Collie Mix,141
Dog,2016,Miniature Poodle Mix,134
Dog,2016,Rat Terrier Mix,122
Dog,2016,Catahoula Mix,113
Dog,2016,Jack Russell Terrier Mix,103
Dog,2016,Pointer Mix,102
Dog,2016,Great Pyrenees Mix,92
Dog,2016,Beagle Mix,92
Dog,2016,Siberian Husky Mix,89
Dog,2016,Australian Shepherd Mix,86
Dog,2016,Miniature Schnauzer Mix,84
Dog,2016,Chihuahua Longhair Mix,82
Dog,2016,Black Mouth Cur Mix,82
Dog,2016,Yorkshire Terrier Mix,80
Dog,2016,Cairn Terrier Mix,80
Dog,2016,Plott Hound Mix,70
Dog,2016,Rottweiler Mix,68
Dog,2016,Staffordshire Mix,67
Dog,2016,Shih Tzu Mix,66
Dog,2016,Pit Bull,61
Dog,2016,Queensland Heeler Mix,59
Dog,2016,American Bulldog Mix,59
Dog,2016,Labrador Retriever/Pit Bull,54
Dog,2016,Anatol Shepherd Mix,52
Dog,2016,Chihuahua Shorthair/Dachshund,51
Dog,2016,German Shepherd,50
Dog,2016,Chow Chow Mix,44
Dog,2016,Maltese Mix,42
Dog,2016,Australian Kelpie Mix,40
Dog,2016,Labrador Retriever,39
Dog,2016,American Staffordshire Terrier Mix,38
Dog,2016,Chihuahua Shorthair,37
Dog,2016,Golden Retriever Mix,35
Dog,2016,Toy Poodle Mix,34
Dog,2016,Pug Mix,33
Dog,2016,Dachshund/Chihuahua Shorthair,32
Dog,2016,Lhasa Apso Mix,31
Dog,2016,Miniature Pinscher Mix,30
Dog,2016,Pomeranian Mix,29
Dog,2016,Siberian Husky,28
Dog,2016,Pit Bull/Labrador Retriever,28
Dog,2016,Blue Lacy Mix,28
Dog,2016,Rhod Ridgeback Mix,25
Dog,2016,Dachshund Wirehair Mix,25
Dog,2016,Doberman Pinsch Mix,25
Dog,2016,Border Terrier Mix,25
Dog,2016,Rottweiler,24
Dog,2016,Labrador Retriever/German Shepherd,24
Dog,2016,Great Dane Mix,24
Dog,2016,Basset Hound Mix,23
Dog,2016,American Pit Bull Terrier Mix,23
Dog,2016,Pekingese Mix,22
Dog,2016,Collie Smooth Mix,22
Dog,2016,German Shepherd/Labrador Retriever,22
Dog,2016,Manchester Terrier Mix,21
Dog,2016,Boxer,21
Dog,2016,Dachshund Longhair Mix,21
Dog,2016,Mastiff Mix,20
Dog,2016,Cocker Spaniel Mix,19
Dog,2016,Australian Cattle Dog,19
Dog,2016,Cardigan Welsh Corgi Mix,19
Dog,2016,Beagle,19
Dog,2016,Shih Tzu,18
Dog,2016,Chinese Sharpei Mix,18
Dog,2016,Chihuahua Shorthair/Jack Russell Terrier,18
Dog,2016,Wire Hair Fox Terrier Mix,17
Dog,2016,Norfolk Terrier Mix,17
Dog,2016,Labrador Retriever/Great Pyrenees,17
Dog,2016,Black/Tan Hound Mix,16
Dog,2016,Boston Terrier Mix,16
Dog,2016,Miniature Schnauzer/Miniature Poodle,15
Dog,2016,Miniature Poodle,15
Dog,2016,Bulldog Mix,15
Dog,2016,English Bulldog Mix,15
Dog,2016,Basenji Mix,15
Dog,2016,Dachshund,15
Dog,2016,Bull Terrier Mix,15
Dog,2016,Border Collie,14
Dog,2016,Labrador Retriever/Rottweiler,13
Dog,2016,Whippet Mix,13
Dog,2016,Jack Russell Terrier,13
Dog,2016,Jack Russell Terrier/Chihuahua Shorthair,13
Dog,2016,Dalmatian Mix,13
Dog,2016,Akita Mix,13
Dog,2016,Chihuahua Shorthair/Rat Terrier,13
Dog,2016,Norwich Terrier Mix,12
Dog,2016,Redbone Hound Mix,12
Dog,2016,Rat Terrier/Chihuahua Shorthair,12
Dog,2016,Pit Bull/Boxer,12
Dog,2016,Bichon Frise Mix,12
Dog,2016,Parson Russell Terrier Mix,11
Dog,2016,Pug/Beagle,11
Dog,2016,Miniature Schnauzer,11
Dog,2016,Labrador Retriever/Beagle,11
Dog,2016,West Highland Mix,11
Dog,2016,Labrador Retriever/Australian Cattle Dog,11
Dog,2016,Labrador Retriever/Border Collie,11
Dog,2016,Carolina Dog Mix,11
Dog,2016,English Bulldog,11
Dog,2016,Pembroke Welsh Corgi Mix,10
Dog,2016,Pug,10
Dog,2016,Doberman Pinsch,10
Dog,2016,Alaskan Husky Mix,10
Dog,2016,Anatol Shepherd/Labrador Retriever,10
Dog,2016,Cocker Spaniel,10
Dog,2016,Harrier Mix,9
Dog,2016,Standard Schnauzer Mix,9
Dog,2016,Labrador Retriever/Dachshund,9
Dog,2016,Labrador Retriever/Golden Retriever,9
Dog,2016,Labrador Retriever/Chow Chow,9
Dog,2016,Yorkshire Terrier,9
Dog,2016,Golden Retriever,9
Dog,2016,Dutch Shepherd Mix,9
Dog,2016,Bloodhound Mix,9
Dog,2016,Border Collie/Labrador Retriever,9
Dog,2016,Boston Terrier,9
Dog,2016,Great Pyrenees/Labrador Retriever,8
Dog,2016,Labrador Retriever/Pointer,8
Dog,2016,Pharaoh Hound Mix,8
Dog,2016,Smooth Fox Terrier Mix,8
Dog,2016,Catahoula/Plott Hound,8
Dog,2016,American Foxhound Mix,8
Dog,2016,Australian Cattle Dog/Boxer,8
Dog,2016,German Shorthair Pointer Mix,8
Dog,2016,Airedale Terrier Mix,8
Dog,2016,Catahoula,8
Dog,2016,Weimaraner Mix,7
Dog,2016,Labrador Retriever/Boxer,7
Dog,2016,Tibetan Terrier Mix,7
Dog,2016,Shetland Sheepdog Mix,7
Dog,2016,Shiba Inu Mix,7
Dog,2016,Pomeranian,7
Dog,2016,Yorkshire Terrier/Miniature Poodle,7
Dog,2016,Beauceron Mix,7
Dog,2016,Flat Coat Retriever Mix,7
Dog,2016,German Shepherd/Chow Chow,7
Dog,2016,Chihuahua Shorthair/Pug,7
Dog,2016,Labrador Retriever/Standard Poodle,6
Dog,2016,Havanese Mix,6
Dog,2016,Pit Bull/Chihuahua Shorthair,6
Dog,2016,Lhasa Apso/Miniature Poodle,6
Dog,2016,Miniature Poodle/Miniature Schnauzer,6
Dog,2016,Pug/Chihuahua Shorthair,6
Dog,2016,Soft Coated Wheaten Terrier Mix,6
Dog,2016,Queensland Heeler,6
Dog,2016,Papillon Mix,6
Dog,2016,Miniature Pinscher,6
Dog,2016,Dogue De Bordeaux Mix,6
Dog,2016,Border Collie/Bull Terrier,6
Dog,2016,French Bulldog Mix,6
Dog,2016,Basset Hound,6
Dog,2016,Cocker Spaniel/Miniature Poodle,6
Dog,2016,Feist Mix,6
Dog,2016,Beagle/Labrador Retriever,6
Dog,2016,American Eskimo,6
Dog,2016,Glen Of Imaal Mix,6
Dog,2016,Treeing Walker Coonhound Mix,5
Dog,2016,Miniature Poodle/Bichon Frise,5
Dog,2016,Pointer/Labrador Retriever,5
Dog,2016,Schnauzer Giant Mix,5
Dog,2016,Lhasa Apso,5
Dog,2016,Rat Terrier,5
Dog,2016,Vizsla Mix,5
Dog,2016,Maltese/Miniature Poodle,5
Dog,2016,Pointer/Pit Bull,5
Dog,2016,Pit Bull/Catahoula,5
Dog,2016,Miniature Poodle/Maltese,5
Dog,2016,Toy Fox Terrier Mix,5
Dog,2016,Labrador Retriever/Anatol Shepherd,5
Dog,2016,English Pointer Mix,5
Dog,2016,Beagle/German Shepherd,5
Dog,2016,Alaskan Malamute Mix,5
Dog,2016,Australian Cattle Dog/Labrador Retriever,5
Dog,2016,Chihuahua Longhair/Pomeranian,5
Dog,2016,Chow Chow/German Shepherd,5
Dog,2016,Australian Cattle Dog/German Shepherd,5
Dog,2016,Black Mouth Cur/Pit Bull,5
Dog,2016,Dachshund/Beagle,5
Dog,2016,American Bulldog/Pit Bull,5
Dog,2016,Chihuahua Shorthair/Yorkshire Terrier,5
Dog,2016,Collie Rough Mix,5
Dog,2016,Belgian Malinois Mix,5
Dog,2016,Bullmastiff Mix,5
Dog,2016,English Shepherd Mix,5
Dog,2016,Cairn Terrier,5
Dog,2016,Boxer/Pit Bull,5
Dog,2016,Australian Shepherd,5
Dog,2016,German Shepherd/Siberian Husky,5
Dog,2016,Pbgv Mix,4
Dog,2016,Welsh Terrier Mix,4
Dog,2016,Weimaraner,4
Dog,2016,Manchester Terrier/Chihuahua Shorthair,4
Dog,2016,Silky Terrier Mix,4
Dog,2016,Swedish Vallhund Mix,4
Dog,2016,Great Pyrenees,4
Dog,2016,Tibetan Spaniel Mix,4
Dog,2016,Siberian Husky/Australian Cattle Dog,4
Dog,2016,Jack Russell Terrier/Australian Cattle Dog,4
Dog,2016,Siberian Husky/German Shepherd,4
Dog,2016,Shiba Inu,4
Dog,2016,Scottish Terrier Mix,4
Dog,2016,Lhasa Apso/Shih Tzu,4
Dog,2016,Mexican Hairless Mix,4
Dog,2016,Pit Bull/Australian Cattle Dog,4
Dog,2016,Black Mouth Cur,4
Dog,2016,Cavalier Span,4
Dog,2016,Boxer/Labrador Retriever,4
Dog,2016,Beagle/Chihuahua Shorthair,4
Dog,2016,Bearded Collie Mix,4
Dog,2016,Dachshund/Rat Terrier,4
Dog,2016,Chihuahua Shorthair/Miniature Pinscher,4
Dog,2016,Bull Terrier,4
Dog,2016,German Shepherd/Australian Shepherd,4
Dog,2016,Brittany Mix,4
Dog,2016,Australian Terrier Mix,4
Dog,2016,Bernese Mountain Dog Mix,4
Dog,2016,Australian Shepherd/Cardigan Welsh Corgi,4
Dog,2016,Border Collie/Great Pyrenees,4
Dog,2016,Bruss Griffon Mix,4
Dog,2016,Great Pyrenees/Anatol Shepherd,3
Dog,2016,Labrador Retriever/Whippet,3
Dog,2016,St. Bernard Smooth Coat Mix,3
Dog,2016,Pointer,3
Dog,2016,Wire Hair Fox Terrier/Dachshund,3
Dog,2016,Great Dane,3
Dog,2016,Labrador Retriever/Queensland Heeler,3
Dog,2016,Maltese,3
